rank,from,to,pair,tier,evidence,monthly_search_volume,region,category_from,category_to,conversion_kind,source_url
4492,doc,azw4,"doc to azw4",TIER-2,enumerated (heuristic order),,,document,ebook,cross-category,https://cloudconvert.com/formats
4493,doc,cbc,"doc to cbc",TIER-2,enumerated (heuristic order),,,document,ebook,cross-category,https://cloudconvert.com/formats
4494,doc,chm,"doc to chm",TIER-2,enumerated (heuristic order),,,document,ebook,cross-category,https://cloudconvert.com/formats
4495,doc,cr3,"doc to cr3",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
4496,doc,crw,"doc to crw",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
4497,doc,dcr,"doc to dcr",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
4498,doc,dps,"doc to dps",TIER-2,enumerated (heuristic order),,,document,presentation,cross-category,https://cloudconvert.com/formats
4499,doc,erf,"doc to erf",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
4500,doc,htmlz,"doc to htmlz",TIER-2,enumerated (heuristic order),,,document,ebook,cross-category,https://cloudconvert.com/formats
4501,doc,icns,"doc to icns",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
4502,doc,lit,"doc to lit",TIER-2,enumerated (heuristic order),,,document,ebook,cross-category,https://cloudconvert.com/formats
4503,doc,lrf,"doc to lrf",TIER-2,enumerated (heuristic order),,,document,ebook,cross-category,https://cloudconvert.com/formats
4504,doc,mos,"doc to mos",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
4505,doc,mrw,"doc to mrw",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
4506,doc,odd,"doc to odd",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
4507,doc,odg,"doc to odg",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
4508,doc,oeb,"doc to oeb",TIER-2,enumerated (heuristic order),,,document,ebook,cross-category,https://cloudconvert.com/formats
4509,doc,orf,"doc to orf",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
4510,doc,pdb,"doc to pdb",TIER-2,enumerated (heuristic order),,,document,ebook,cross-category,https://cloudconvert.com/formats
4511,doc,pef,"doc to pef",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
4512,doc,pml,"doc to pml",TIER-2,enumerated (heuristic order),,,document,ebook,cross-category,https://cloudconvert.com/formats
4513,doc,pot,"doc to pot",TIER-2,enumerated (heuristic order),,,document,presentation,cross-category,https://cloudconvert.com/formats
4514,doc,potx,"doc to potx",TIER-2,enumerated (heuristic order),,,document,presentation,cross-category,https://cloudconvert.com/formats
4515,doc,ppm,"doc to ppm",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
4516,doc,pps,"doc to pps",TIER-2,enumerated (heuristic order),,,document,presentation,cross-category,https://cloudconvert.com/formats
4517,doc,ppsx,"doc to ppsx",TIER-2,enumerated (heuristic order),,,document,presentation,cross-category,https://cloudconvert.com/formats
4518,doc,pptm,"doc to pptm",TIER-2,enumerated (heuristic order),,,document,presentation,cross-category,https://cloudconvert.com/formats
4519,doc,prc,"doc to prc",TIER-2,enumerated (heuristic order),,,document,ebook,cross-category,https://cloudconvert.com/formats
4520,doc,ps,"doc to ps",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
4521,doc,psb,"doc to psb",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
4522,doc,pub,"doc to pub",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
4523,doc,raf,"doc to raf",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
4524,doc,rb,"doc to rb",TIER-2,enumerated (heuristic order),,,document,ebook,cross-category,https://cloudconvert.com/formats
4525,doc,rw2,"doc to rw2",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
4526,doc,sda,"doc to sda",TIER-2,enumerated (heuristic order),,,document,presentation,cross-category,https://cloudconvert.com/formats
4527,doc,snb,"doc to snb",TIER-2,enumerated (heuristic order),,,document,ebook,cross-category,https://cloudconvert.com/formats
4528,doc,tcr,"doc to tcr",TIER-2,enumerated (heuristic order),,,document,ebook,cross-category,https://cloudconvert.com/formats
4529,doc,tga,"doc to tga",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
4530,doc,txtz,"doc to txtz",TIER-2,enumerated (heuristic order),,,document,ebook,cross-category,https://cloudconvert.com/formats
4531,doc,x3f,"doc to x3f",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
4532,doc,xcf,"doc to xcf",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
4533,doc,xps,"doc to xps",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
4534,docx,3fr,"docx to 3fr",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
4535,docx,azw4,"docx to azw4",TIER-2,enumerated (heuristic order),,,document,ebook,cross-category,https://cloudconvert.com/formats
4536,docx,cbc,"docx to cbc",TIER-2,enumerated (heuristic order),,,document,ebook,cross-category,https://cloudconvert.com/formats
4537,docx,chm,"docx to chm",TIER-2,enumerated (heuristic order),,,document,ebook,cross-category,https://cloudconvert.com/formats
4538,docx,cr3,"docx to cr3",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
4539,docx,crw,"docx to crw",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
4540,docx,dcr,"docx to dcr",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
4541,docx,dps,"docx to dps",TIER-2,enumerated (heuristic order),,,document,presentation,cross-category,https://cloudconvert.com/formats
4542,docx,erf,"docx to erf",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
4543,docx,htmlz,"docx to htmlz",TIER-2,enumerated (heuristic order),,,document,ebook,cross-category,https://cloudconvert.com/formats
4544,docx,icns,"docx to icns",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
4545,docx,lit,"docx to lit",TIER-2,enumerated (heuristic order),,,document,ebook,cross-category,https://cloudconvert.com/formats
4546,docx,lrf,"docx to lrf",TIER-2,enumerated (heuristic order),,,document,ebook,cross-category,https://cloudconvert.com/formats
4547,docx,mos,"docx to mos",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
4548,docx,mrw,"docx to mrw",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
4549,docx,odd,"docx to odd",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
4550,docx,odg,"docx to odg",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
4551,docx,oeb,"docx to oeb",TIER-2,enumerated (heuristic order),,,document,ebook,cross-category,https://cloudconvert.com/formats
4552,docx,orf,"docx to orf",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
4553,docx,pdb,"docx to pdb",TIER-2,enumerated (heuristic order),,,document,ebook,cross-category,https://cloudconvert.com/formats
4554,docx,pef,"docx to pef",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
4555,docx,pml,"docx to pml",TIER-2,enumerated (heuristic order),,,document,ebook,cross-category,https://cloudconvert.com/formats
4556,docx,pot,"docx to pot",TIER-2,enumerated (heuristic order),,,document,presentation,cross-category,https://cloudconvert.com/formats
4557,docx,potx,"docx to potx",TIER-2,enumerated (heuristic order),,,document,presentation,cross-category,https://cloudconvert.com/formats
4558,docx,ppm,"docx to ppm",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
4559,docx,pps,"docx to pps",TIER-2,enumerated (heuristic order),,,document,presentation,cross-category,https://cloudconvert.com/formats
4560,docx,ppsx,"docx to ppsx",TIER-2,enumerated (heuristic order),,,document,presentation,cross-category,https://cloudconvert.com/formats
4561,docx,pptm,"docx to pptm",TIER-2,enumerated (heuristic order),,,document,presentation,cross-category,https://cloudconvert.com/formats
4562,docx,prc,"docx to prc",TIER-2,enumerated (heuristic order),,,document,ebook,cross-category,https://cloudconvert.com/formats
4563,docx,ps,"docx to ps",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
4564,docx,psb,"docx to psb",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
4565,docx,pub,"docx to pub",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
4566,docx,raf,"docx to raf",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
4567,docx,rb,"docx to rb",TIER-2,enumerated (heuristic order),,,document,ebook,cross-category,https://cloudconvert.com/formats
4568,docx,rw2,"docx to rw2",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
4569,docx,sda,"docx to sda",TIER-2,enumerated (heuristic order),,,document,presentation,cross-category,https://cloudconvert.com/formats
4570,docx,snb,"docx to snb",TIER-2,enumerated (heuristic order),,,document,ebook,cross-category,https://cloudconvert.com/formats
4571,docx,tcr,"docx to tcr",TIER-2,enumerated (heuristic order),,,document,ebook,cross-category,https://cloudconvert.com/formats
4572,docx,tga,"docx to tga",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
4573,docx,txtz,"docx to txtz",TIER-2,enumerated (heuristic order),,,document,ebook,cross-category,https://cloudconvert.com/formats
4574,docx,x3f,"docx to x3f",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
4575,docx,xcf,"docx to xcf",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
4576,docx,xps,"docx to xps",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
4577,epub,3fr,"epub to 3fr",TIER-2,enumerated (heuristic order),,,ebook,image,cross-category,https://cloudconvert.com/ebook-converter
4578,epub,abw,"epub to abw",TIER-2,enumerated (heuristic order),,,ebook,document,cross-category,https://cloudconvert.com/ebook-converter
4579,epub,cr3,"epub to cr3",TIER-2,enumerated (heuristic order),,,ebook,image,cross-category,https://cloudconvert.com/ebook-converter
4580,epub,crw,"epub to crw",TIER-2,enumerated (heuristic order),,,ebook,image,cross-category,https://cloudconvert.com/ebook-converter
4581,epub,dcr,"epub to dcr",TIER-2,enumerated (heuristic order),,,ebook,image,cross-category,https://cloudconvert.com/ebook-converter
4582,epub,djvu,"epub to djvu",TIER-2,enumerated (heuristic order),,,ebook,document,cross-category,https://cloudconvert.com/ebook-converter
4583,epub,docm,"epub to docm",TIER-2,enumerated (heuristic order),,,ebook,document,cross-category,https://cloudconvert.com/ebook-converter
4584,epub,dot,"epub to dot",TIER-2,enumerated (heuristic order),,,ebook,document,cross-category,https://cloudconvert.com/ebook-converter
4585,epub,dotx,"epub to dotx",TIER-2,enumerated (heuristic order),,,ebook,document,cross-category,https://cloudconvert.com/ebook-converter
4586,epub,erf,"epub to erf",TIER-2,enumerated (heuristic order),,,ebook,image,cross-category,https://cloudconvert.com/ebook-converter
4587,epub,hwp,"epub to hwp",TIER-2,enumerated (heuristic order),,,ebook,document,cross-category,https://cloudconvert.com/ebook-converter
4588,epub,hwpx,"epub to hwpx",TIER-2,enumerated (heuristic order),,,ebook,document,cross-category,https://cloudconvert.com/ebook-converter
4589,epub,icns,"epub to icns",TIER-2,enumerated (heuristic order),,,ebook,image,cross-category,https://cloudconvert.com/ebook-converter
4590,epub,lwp,"epub to lwp",TIER-2,enumerated (heuristic order),,,ebook,document,cross-category,https://cloudconvert.com/ebook-converter
4591,epub,mos,"epub to mos",TIER-2,enumerated (heuristic order),,,ebook,image,cross-category,https://cloudconvert.com/ebook-converter
4592,epub,mrw,"epub to mrw",TIER-2,enumerated (heuristic order),,,ebook,image,cross-category,https://cloudconvert.com/ebook-converter
4593,epub,odd,"epub to odd",TIER-2,enumerated (heuristic order),,,ebook,image,cross-category,https://cloudconvert.com/ebook-converter
4594,epub,odg,"epub to odg",TIER-2,enumerated (heuristic order),,,ebook,image,cross-category,https://cloudconvert.com/ebook-converter
4595,epub,orf,"epub to orf",TIER-2,enumerated (heuristic order),,,ebook,image,cross-category,https://cloudconvert.com/ebook-converter
4596,epub,pef,"epub to pef",TIER-2,enumerated (heuristic order),,,ebook,image,cross-category,https://cloudconvert.com/ebook-converter
4597,epub,ppm,"epub to ppm",TIER-2,enumerated (heuristic order),,,ebook,image,cross-category,https://cloudconvert.com/ebook-converter
4598,epub,ps,"epub to ps",TIER-2,enumerated (heuristic order),,,ebook,image,cross-category,https://cloudconvert.com/ebook-converter
4599,epub,psb,"epub to psb",TIER-2,enumerated (heuristic order),,,ebook,image,cross-category,https://cloudconvert.com/ebook-converter
4600,epub,pub,"epub to pub",TIER-2,enumerated (heuristic order),,,ebook,image,cross-category,https://cloudconvert.com/ebook-converter
4601,epub,raf,"epub to raf",TIER-2,enumerated (heuristic order),,,ebook,image,cross-category,https://cloudconvert.com/ebook-converter
4602,epub,rst,"epub to rst",TIER-2,enumerated (heuristic order),,,ebook,document,cross-category,https://cloudconvert.com/ebook-converter
4603,epub,rw2,"epub to rw2",TIER-2,enumerated (heuristic order),,,ebook,image,cross-category,https://cloudconvert.com/ebook-converter
4604,epub,sdw,"epub to sdw",TIER-2,enumerated (heuristic order),,,ebook,document,cross-category,https://cloudconvert.com/ebook-converter
4605,epub,tex,"epub to tex",TIER-2,enumerated (heuristic order),,,ebook,document,cross-category,https://cloudconvert.com/ebook-converter
4606,epub,tga,"epub to tga",TIER-2,enumerated (heuristic order),,,ebook,image,cross-category,https://cloudconvert.com/ebook-converter
4607,epub,wpd,"epub to wpd",TIER-2,enumerated (heuristic order),,,ebook,document,cross-category,https://cloudconvert.com/ebook-converter
4608,epub,wps,"epub to wps",TIER-2,enumerated (heuristic order),,,ebook,document,cross-category,https://cloudconvert.com/ebook-converter
4609,epub,x3f,"epub to x3f",TIER-2,enumerated (heuristic order),,,ebook,image,cross-category,https://cloudconvert.com/ebook-converter
4610,epub,xcf,"epub to xcf",TIER-2,enumerated (heuristic order),,,ebook,image,cross-category,https://cloudconvert.com/ebook-converter
4611,epub,xps,"epub to xps",TIER-2,enumerated (heuristic order),,,ebook,image,cross-category,https://cloudconvert.com/ebook-converter
4612,epub,zabw,"epub to zabw",TIER-2,enumerated (heuristic order),,,ebook,document,cross-category,https://cloudconvert.com/ebook-converter
4684,html,3fr,"html to 3fr",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
4685,html,azw4,"html to azw4",TIER-2,enumerated (heuristic order),,,document,ebook,cross-category,https://cloudconvert.com/formats
4686,html,cbc,"html to cbc",TIER-2,enumerated (heuristic order),,,document,ebook,cross-category,https://cloudconvert.com/formats
4687,html,chm,"html to chm",TIER-2,enumerated (heuristic order),,,document,ebook,cross-category,https://cloudconvert.com/formats
4688,html,cr3,"html to cr3",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
4689,html,crw,"html to crw",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
4690,html,dcr,"html to dcr",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
4691,html,dps,"html to dps",TIER-2,enumerated (heuristic order),,,document,presentation,cross-category,https://cloudconvert.com/formats
4692,html,erf,"html to erf",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
4693,html,htmlz,"html to htmlz",TIER-2,enumerated (heuristic order),,,document,ebook,cross-category,https://cloudconvert.com/formats
4694,html,icns,"html to icns",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
4695,html,lit,"html to lit",TIER-2,enumerated (heuristic order),,,document,ebook,cross-category,https://cloudconvert.com/formats
4696,html,lrf,"html to lrf",TIER-2,enumerated (heuristic order),,,document,ebook,cross-category,https://cloudconvert.com/formats
4697,html,mos,"html to mos",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
4698,html,mrw,"html to mrw",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
4699,html,odd,"html to odd",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
4700,html,odg,"html to odg",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
4701,html,oeb,"html to oeb",TIER-2,enumerated (heuristic order),,,document,ebook,cross-category,https://cloudconvert.com/formats
4702,html,orf,"html to orf",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
4703,html,pdb,"html to pdb",TIER-2,enumerated (heuristic order),,,document,ebook,cross-category,https://cloudconvert.com/formats
4704,html,pef,"html to pef",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
4705,html,pml,"html to pml",TIER-2,enumerated (heuristic order),,,document,ebook,cross-category,https://cloudconvert.com/formats
4706,html,pot,"html to pot",TIER-2,enumerated (heuristic order),,,document,presentation,cross-category,https://cloudconvert.com/formats
4707,html,potx,"html to potx",TIER-2,enumerated (heuristic order),,,document,presentation,cross-category,https://cloudconvert.com/formats
4708,html,ppm,"html to ppm",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
4709,html,pps,"html to pps",TIER-2,enumerated (heuristic order),,,document,presentation,cross-category,https://cloudconvert.com/formats
4710,html,ppsx,"html to ppsx",TIER-2,enumerated (heuristic order),,,document,presentation,cross-category,https://cloudconvert.com/formats
4711,html,pptm,"html to pptm",TIER-2,enumerated (heuristic order),,,document,presentation,cross-category,https://cloudconvert.com/formats
4712,html,prc,"html to prc",TIER-2,enumerated (heuristic order),,,document,ebook,cross-category,https://cloudconvert.com/formats
4713,html,ps,"html to ps",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
4714,html,psb,"html to psb",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
4715,html,pub,"html to pub",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
4716,html,raf,"html to raf",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
4717,html,rb,"html to rb",TIER-2,enumerated (heuristic order),,,document,ebook,cross-category,https://cloudconvert.com/formats
4718,html,rw2,"html to rw2",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
4719,html,sda,"html to sda",TIER-2,enumerated (heuristic order),,,document,presentation,cross-category,https://cloudconvert.com/formats
4720,html,snb,"html to snb",TIER-2,enumerated (heuristic order),,,document,ebook,cross-category,https://cloudconvert.com/formats
4721,html,tcr,"html to tcr",TIER-2,enumerated (heuristic order),,,document,ebook,cross-category,https://cloudconvert.com/formats
4722,html,tga,"html to tga",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
4723,html,txtz,"html to txtz",TIER-2,enumerated (heuristic order),,,document,ebook,cross-category,https://cloudconvert.com/formats
4724,html,x3f,"html to x3f",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
4725,html,xcf,"html to xcf",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
4726,html,xps,"html to xps",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
4830,mobi,3fr,"mobi to 3fr",TIER-2,enumerated (heuristic order),,,ebook,image,cross-category,https://cloudconvert.com/ebook-converter
4831,mobi,abw,"mobi to abw",TIER-2,enumerated (heuristic order),,,ebook,document,cross-category,https://cloudconvert.com/ebook-converter
4832,mobi,cr3,"mobi to cr3",TIER-2,enumerated (heuristic order),,,ebook,image,cross-category,https://cloudconvert.com/ebook-converter
4833,mobi,crw,"mobi to crw",TIER-2,enumerated (heuristic order),,,ebook,image,cross-category,https://cloudconvert.com/ebook-converter
4834,mobi,dcr,"mobi to dcr",TIER-2,enumerated (heuristic order),,,ebook,image,cross-category,https://cloudconvert.com/ebook-converter
4835,mobi,djvu,"mobi to djvu",TIER-2,enumerated (heuristic order),,,ebook,document,cross-category,https://cloudconvert.com/ebook-converter
4836,mobi,docm,"mobi to docm",TIER-2,enumerated (heuristic order),,,ebook,document,cross-category,https://cloudconvert.com/ebook-converter
4837,mobi,dot,"mobi to dot",TIER-2,enumerated (heuristic order),,,ebook,document,cross-category,https://cloudconvert.com/ebook-converter
4838,mobi,dotx,"mobi to dotx",TIER-2,enumerated (heuristic order),,,ebook,document,cross-category,https://cloudconvert.com/ebook-converter
4839,mobi,erf,"mobi to erf",TIER-2,enumerated (heuristic order),,,ebook,image,cross-category,https://cloudconvert.com/ebook-converter
4840,mobi,hwp,"mobi to hwp",TIER-2,enumerated (heuristic order),,,ebook,document,cross-category,https://cloudconvert.com/ebook-converter
4841,mobi,hwpx,"mobi to hwpx",TIER-2,enumerated (heuristic order),,,ebook,document,cross-category,https://cloudconvert.com/ebook-converter
4842,mobi,icns,"mobi to icns",TIER-2,enumerated (heuristic order),,,ebook,image,cross-category,https://cloudconvert.com/ebook-converter
4843,mobi,lwp,"mobi to lwp",TIER-2,enumerated (heuristic order),,,ebook,document,cross-category,https://cloudconvert.com/ebook-converter
4844,mobi,mos,"mobi to mos",TIER-2,enumerated (heuristic order),,,ebook,image,cross-category,https://cloudconvert.com/ebook-converter
4845,mobi,mrw,"mobi to mrw",TIER-2,enumerated (heuristic order),,,ebook,image,cross-category,https://cloudconvert.com/ebook-converter
4846,mobi,odd,"mobi to odd",TIER-2,enumerated (heuristic order),,,ebook,image,cross-category,https://cloudconvert.com/ebook-converter
4847,mobi,odg,"mobi to odg",TIER-2,enumerated (heuristic order),,,ebook,image,cross-category,https://cloudconvert.com/ebook-converter
4848,mobi,orf,"mobi to orf",TIER-2,enumerated (heuristic order),,,ebook,image,cross-category,https://cloudconvert.com/ebook-converter
4849,mobi,pef,"mobi to pef",TIER-2,enumerated (heuristic order),,,ebook,image,cross-category,https://cloudconvert.com/ebook-converter
4850,mobi,ppm,"mobi to ppm",TIER-2,enumerated (heuristic order),,,ebook,image,cross-category,https://cloudconvert.com/ebook-converter
4851,mobi,ps,"mobi to ps",TIER-2,enumerated (heuristic order),,,ebook,image,cross-category,https://cloudconvert.com/ebook-converter
4852,mobi,psb,"mobi to psb",TIER-2,enumerated (heuristic order),,,ebook,image,cross-category,https://cloudconvert.com/ebook-converter
4853,mobi,pub,"mobi to pub",TIER-2,enumerated (heuristic order),,,ebook,image,cross-category,https://cloudconvert.com/ebook-converter
4854,mobi,raf,"mobi to raf",TIER-2,enumerated (heuristic order),,,ebook,image,cross-category,https://cloudconvert.com/ebook-converter
4855,mobi,rst,"mobi to rst",TIER-2,enumerated (heuristic order),,,ebook,document,cross-category,https://cloudconvert.com/ebook-converter
4856,mobi,rw2,"mobi to rw2",TIER-2,enumerated (heuristic order),,,ebook,image,cross-category,https://cloudconvert.com/ebook-converter
4857,mobi,sdw,"mobi to sdw",TIER-2,enumerated (heuristic order),,,ebook,document,cross-category,https://cloudconvert.com/ebook-converter
4858,mobi,tex,"mobi to tex",TIER-2,enumerated (heuristic order),,,ebook,document,cross-category,https://cloudconvert.com/ebook-converter
4859,mobi,tga,"mobi to tga",TIER-2,enumerated (heuristic order),,,ebook,image,cross-category,https://cloudconvert.com/ebook-converter
4860,mobi,wpd,"mobi to wpd",TIER-2,enumerated (heuristic order),,,ebook,document,cross-category,https://cloudconvert.com/ebook-converter
4861,mobi,wps,"mobi to wps",TIER-2,enumerated (heuristic order),,,ebook,document,cross-category,https://cloudconvert.com/ebook-converter
4862,mobi,x3f,"mobi to x3f",TIER-2,enumerated (heuristic order),,,ebook,image,cross-category,https://cloudconvert.com/ebook-converter
4863,mobi,xcf,"mobi to xcf",TIER-2,enumerated (heuristic order),,,ebook,image,cross-category,https://cloudconvert.com/ebook-converter
4864,mobi,xps,"mobi to xps",TIER-2,enumerated (heuristic order),,,ebook,image,cross-category,https://cloudconvert.com/ebook-converter
4865,mobi,zabw,"mobi to zabw",TIER-2,enumerated (heuristic order),,,ebook,document,cross-category,https://cloudconvert.com/ebook-converter
4973,ppt,3fr,"ppt to 3fr",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
4974,ppt,abw,"ppt to abw",TIER-2,enumerated (heuristic order),,,presentation,document,cross-category,https://cloudconvert.com/presentation-converter
4975,ppt,cr3,"ppt to cr3",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
4976,ppt,crw,"ppt to crw",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
4977,ppt,dcr,"ppt to dcr",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
4978,ppt,djvu,"ppt to djvu",TIER-2,enumerated (heuristic order),,,presentation,document,cross-category,https://cloudconvert.com/presentation-converter
4979,ppt,docm,"ppt to docm",TIER-2,enumerated (heuristic order),,,presentation,document,cross-category,https://cloudconvert.com/presentation-converter
4980,ppt,dot,"ppt to dot",TIER-2,enumerated (heuristic order),,,presentation,document,cross-category,https://cloudconvert.com/presentation-converter
4981,ppt,dotx,"ppt to dotx",TIER-2,enumerated (heuristic order),,,presentation,document,cross-category,https://cloudconvert.com/presentation-converter
4982,ppt,erf,"ppt to erf",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
4983,ppt,hwp,"ppt to hwp",TIER-2,enumerated (heuristic order),,,presentation,document,cross-category,https://cloudconvert.com/presentation-converter
4984,ppt,hwpx,"ppt to hwpx",TIER-2,enumerated (heuristic order),,,presentation,document,cross-category,https://cloudconvert.com/presentation-converter
4985,ppt,icns,"ppt to icns",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
4986,ppt,lwp,"ppt to lwp",TIER-2,enumerated (heuristic order),,,presentation,document,cross-category,https://cloudconvert.com/presentation-converter
4987,ppt,mos,"ppt to mos",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
4988,ppt,mrw,"ppt to mrw",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
4989,ppt,odd,"ppt to odd",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
4990,ppt,odg,"ppt to odg",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
4991,ppt,orf,"ppt to orf",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
4992,ppt,pef,"ppt to pef",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
4993,ppt,ppm,"ppt to ppm",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
4994,ppt,ps,"ppt to ps",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
4995,ppt,psb,"ppt to psb",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
4996,ppt,pub,"ppt to pub",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
